推广账户,推广计划,推广组,关键词,平均排名,展示次数,点击次数,点击率,总费用,平均每次点击费用
游族大皇帝,通用词-T2,通用词26,大型游戏排行榜,7,67,1,1.49%,5.00,5
游族大皇帝,通用词-T2,通用词26,单机rpg游戏排行榜,4,15,1,6.67%,4.31,4.31
游族大皇帝,竞品词,竞品词-页游1,西普大陆,1,1311,29,2.21%,37.80,1.3
游族大皇帝,竞品词,竞品词-页游2,我的宝贝,1,71,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,乱世霸业,2,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-测试2,星座变,2,4,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略4,模拟游戏三国志,5,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,穿越三国之一统天下,1,2,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,三国之天机不可泄露,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,三国奇谈,1,1,0,0%,0.00,0
游族大皇帝,通用词-原始,单机类型,经典战争单机游戏,1,1,0,0%,0.00,0
游族大皇帝,通用词-原始,单机策略,战争策略类单机游戏,4,17,1,5.88%,3.00,3
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7补丁,2,4,1,25%,0.92,0.92
游族大皇帝,通用词-T1-短语,通用词08-短语,最好网络游戏,18,1,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词01-短语,对战网络游戏,9,3,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词15-短语,网页游戏经营,9,10,0,0%,0.00,0
游族大皇帝,三国游戏-短语,三国群侠传-短语,三国群侠传官网,2,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,送首冲的网页游戏平台,7,5,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词06,最热门的网页游戏,11,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词17,人气网页游戏,8,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词18,人多好玩的网页游戏,11,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,时空之轮,2,99,1,1.01%,1.46,1.46
游族大皇帝,竞品词,竞品词-页游1,天行宝贝,2,3,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,天空之舞,1,1387,15,1.08%,19.54,1.3
游族大皇帝,竞品词,竞品词-页游1,九天传,4,20,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-测试2,暗黑英雄,1,3,1,33.33%,1.29,1.29
游族大皇帝,竞品词,竞品词-策略1,女神之吻,2,9,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传修改版,1,1,0,0%,0.00,0
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7黄盖,1,1,0,0%,0.00,0
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7秘武锻造,1,1,0,0%,0.00,0
游族大皇帝,三国游戏,三国游戏,烈火三国,2,2,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词01-短语,3d网页游戏,10,48,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词02-短语,最新游戏更新,3,3,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词11-短语,战争策略页游,8,1,0,0%,0.00,0
游族大皇帝,三国志,威力加强,三国志7威力加强版,3,6,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新大型3d网络游戏,10,26,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新传奇类网页游戏,15,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词13,新出的游戏,6,23,1,4.35%,3.00,3
游族大皇帝,通用词-T1,通用词17,什么网页游戏好玩点,7,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词23,好玩点的回合制网页游戏,10,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,刚开的网页游戏,5,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词27,闯关游戏,1,31,4,12.9%,12.00,3
游族大皇帝,竞品词,竞品词-页游1,九伐中原,3,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,乱世隋唐,4,10,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,三国斗,2,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-测试2,神将屠龙官网,6,22,1,4.55%,1.50,1.5
游族大皇帝,竞品词,竞品词-测试2,烈焰屠龙,5,3,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-测试2,奇迹篮球,6,4,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-测试2,大闹天宫激活码,3,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略1,火线危机,1,91,1,1.1%,1.05,1.05
游族大皇帝,人群词,三国小说2,重生三国刘协,5,17,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,汉韵,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,我是袁术,1,5,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,天下争霸之一统三国,1,1,0,0%,0.00,0
游族大皇帝,通用词-原始,通用竞品三国,三国战记3,3,7,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传7mod版本,2,2,0,0%,0.00,0
游族大皇帝,三国无双,三国无双-拓展,三国无双h,1,5,0,0%,0.00,0
游族大皇帝,通用词-专属-短语,战国-短语,战国网页游戏,8,3,0,0%,0.00,0
游族大皇帝,通用词-专属-短语,三国策略-短语,三国策略游戏,5,16,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词16-短语,网络游戏策略,8,7,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词21-短语,角色游戏,10,533,0,0%,0.00,0
游族大皇帝,三国群英传-短语,三国群英传ol-短语,三国群英传2ol,4,6,0,0%,0.00,0
游族大皇帝,战争词-0829,战争词-0829,战争策略网页游戏,3,15,5,33.33%,30.00,6
游族大皇帝,三国志,三国志官网,三国志官网,1,4,1,25%,9.38,9.38
游族大皇帝,通用词-专属,策略SLG,即时战略网游,7,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词02,最新页游测试表,6,4,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,哪个页游平台最好,7,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词04,最新开服的网页游戏,11,9,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新3d网络游戏排行,8,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新2d网络游戏公测,5,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词09,最好玩的回合制游戏,10,3,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词15,网页游戏下载,8,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词15,网页3d游戏,8,10,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词19,能挣钱的网游,6,6,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词16,网络游戏的危害,2,6,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词16,玩家最多的网页游戏,7,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词17,什么网页游戏人气高,8,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词18,奇迹页游,10,5,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词24,好玩的小型网页游戏,11,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词28,nba篮球网页游戏,1,3,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词31,2014年网页游戏排行榜,7,3,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,茶园物语,1,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,比尔总动员,1,47,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,遗迹守望者,2,4,1,25%,1.07,1.07
游族大皇帝,竞品词,竞品词-页游2,英雄传,2,19,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,绿豆蛙漂流岛,2,7,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,江湖传说,2,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,无懈可击,3,210,1,0.48%,1.10,1.1
游族大皇帝,竞品词,竞品词-策略1,乱世隋唐,4,27,0,0%,0.00,0
游族大皇帝,人群词,三国小说3,三国之气吞天下,2,53,0,0%,0.00,0
游族大皇帝,人群词,战国小说,战争部落,1,13,1,7.69%,1.99,1.99
游族大皇帝,人群词,三国小说7,穿越时空之三国篇,2,4,0,0%,0.00,0
游族大皇帝,通用词-原始,通用竞品三国,三国战记2,5,48,0,0%,0.00,0
游族大皇帝,三国游戏,三国游戏-拓展,单机三国游戏,2,9,2,22.22%,6.00,3
游族大皇帝,三国游戏,三国游戏-拓展,什么三国游戏好玩,2,2,0,0%,0.00,0
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7吕布,3,9,1,11.11%,1.39,1.39
游族大皇帝,三国无双-短语,三国无双猛将传-短语,真三国无双3猛将传,4,1,0,0%,0.00,0
游族大皇帝,三国无双,网页版三国无双,网页版三国无双,2,1,0,0%,0.00,0
游族大皇帝,通用词-专属,大全,战争网页游戏大全,7,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新3d网络游戏大全,10,4,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词12,页面游戏开服表,4,3,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词19,免费网页游戏加速器,6,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词20,恋爱养成类网页游戏,7,4,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词28,h网页游戏,7,8,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词29,3d游戏,9,263,1,0.38%,3.00,3
游族大皇帝,通用词-T2,通用词33,2013年网页游戏排行榜,4,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,篮球传奇,2,53,8,15.09%,12.00,1.5
游族大皇帝,竞品词,竞品词-页游2,远古入侵,3,305,6,1.97%,6.57,1.1
游族大皇帝,竞品词,竞品词-页游2,仙境物语,1,3,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略4,类似三国志英杰传,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说,郭嘉,3,246,1,0.41%,2.32,2.32
游族大皇帝,人群词,三国小说2,三国寻美录,2,10,0,0%,0.00,0
游族大皇帝,人群词,三国小说8,御赐掌柜,1,1,0,0%,0.00,0
游族大皇帝,通用词-原始,国战,国战页游,6,3,0,0%,0.00,0
游族大皇帝,三国游戏,三国游戏-拓展,三国演义游戏,3,32,3,9.38%,18.99,6.33
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传几好玩,2,2,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词02-短语,最新网游榜,4,1,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词12-短语,页游游戏,6,59,0,0%,0.00,0
游族大皇帝,三国无双,三国无双,三国无双,2,506,21,4.15%,39.85,1.9
游族大皇帝,通用词-专属,古代战争,古代即时战略游戏,2,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词03,最新网页游戏公益服,5,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词04,最新的网页游戏,11,12,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词04,最新公测的网页游戏,9,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新的好玩的网页游戏,9,9,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词06,最热网页游戏排行榜,10,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词16,网络游戏期待排行榜,10,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词20,科幻游戏排行榜,2,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词30,2014最好玩的游戏,4,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词31,2014网页游戏排行榜前十名,8,3,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词33,2013新网页游戏,8,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,明朝江湖,2,7,2,28.57%,2.29,1.15
游族大皇帝,竞品词,竞品词-页游1,六迪世界,1,76,4,5.26%,3.60,0.9
游族大皇帝,竞品词,竞品词-页游1,tnt弹道轨迹,1,1310,38,2.9%,18.66,0.49
游族大皇帝,竞品词,竞品词-页游2,酒吧世界,1,7,1,14.29%,0.84,0.84
游族大皇帝,竞品词,竞品词-页游2,异界逍遥,5,6,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,一球成名,6,165,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,江东周郎,4,5,0,0%,0.00,0
游族大皇帝,人群词,三国小说3,废帝,4,2,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,三国驯兽师,4,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,斗破三国,1,10,1,10%,1.57,1.57
游族大皇帝,人群词,三国小说5,其实我懂你,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说8,重生吕布,1,6,0,0%,0.00,0
游族大皇帝,人群词,三国小说8,天命三国,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,汉末,2,9,1,11.11%,1.16,1.16
游族大皇帝,通用词-原始,单价排行,单机战略游戏排行榜,6,4,0,0%,0.00,0
游族大皇帝,通用词-原始,通用竞品三国,中华三国在线,1,3,0,0%,0.00,0
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7吕布mod,1,3,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词04-短语,最新动作网游,7,3,0,0%,0.00,0
游族大皇帝,通用词-专属-短语,三国-短语,三国类网游,7,2,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词02-短语,最新游戏名字,2,69,3,4.35%,2.14,0.71
游族大皇帝,通用词-T2-短语,通用词25-短语,好的网页游戏,15,1,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词16-短语,收费网游,7,21,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词20-短语,篮球网页游戏,6,38,2,5.26%,1.99,1
游族大皇帝,三国游戏-短语,三国战记-短语,三国战记网页版,5,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词02,最新页游排行榜2012,8,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词02,最新战争策略网页游戏,6,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词06,最热门的网游排行榜,11,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词12,页游开服时间表,5,16,1,6.25%,2.34,2.34
游族大皇帝,通用词-T1,通用词12,养成类网页游戏,9,3,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词13,新网络游戏,8,28,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词16,手机3d游戏排行榜前十名,6,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,大型策略网游,4,2,1,50%,4.93,4.93
游族大皇帝,通用词-T2,通用词29,3d游戏单机游戏,2,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词32,2014好玩的网络游戏,10,3,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词32,2014免费网游排行榜,9,3,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,皇帝online,2,27,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,梦幻天竺,1,8,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,捕猎海岛,1,4,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,怒斩,4,33,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,唐门,2,170,6,3.53%,9.00,1.5
游族大皇帝,竞品词,竞品词-页游1,三国物语,3,11,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,修真路,2,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略3,三国志英杰传官网,4,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略3,三国志网络版,5,1,0,0%,0.00,0
游族大皇帝,通用词-原始,单机策略,策略游戏单机,3,1,0,0%,0.00,0
游族大皇帝,通用词-原始,单机策略,单机策略游戏,5,3,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传7吕布编号,1,1,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词17-短语,射击游戏排名,5,10,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词21-短语,今日新开游戏,8,9,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词13-短语,休闲网游,10,9,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,西方魔幻网游,6,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,有什么好玩的策略网游,6,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,免费页游,6,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新大型网游排行榜,9,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新pc游戏,1,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词09,最好玩的网络游戏排行,8,11,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词12,养成类游戏排行榜,4,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词10,最大的网页游戏平台,7,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词13,修真网页游戏排行榜,10,3,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词16,塔防游戏大全,2,118,11,9.32%,33.00,3
游族大皇帝,通用词-T2,通用词22,回合制的游戏,8,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,挂机网游,7,7,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词27,唱歌网页游戏,8,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词34,2012好玩的网页游戏,8,23,1,4.35%,3.99,3.99
游族大皇帝,竞品词,竞品词-页游1,隋唐霸业,3,23,6,26.09%,9.00,1.5
游族大皇帝,竞品词,竞品词-页游1,逆天行,1,6,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,荣耀大陆,2,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,明朝时代2,2,3,2,66.67%,3.00,1.5
游族大皇帝,竞品词,竞品词-页游1,商界,3,115,2,1.74%,2.75,1.38
游族大皇帝,竞品词,竞品词-页游2,混沌决,3,12,2,16.67%,2.59,1.3
游族大皇帝,竞品词,竞品词-页游2,楚汉枭雄,1,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游3,傲视千雄,9,90,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略4,三国志10游戏下载,5,3,0,0%,0.00,0
游族大皇帝,人群词,三国小说,三国记,1,3,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,风流三国2,1,4,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,三国袁尚,2,8,0,0%,0.00,0
游族大皇帝,人群词,三国小说3,旗卷天下,4,7,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,三国首富,1,2,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,刘备霸三国,2,7,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,楚汉风云录,1,27,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,权霸三国,1,4,1,25%,1.05,1.05
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传隋唐风云,4,4,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传7武将组合,1,2,0,0%,0.00,0
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7吕布传,3,6,0,0%,0.00,0
游族大皇帝,通用词-专属-短语,三国-短语,三国的页游,6,4,1,25%,1.60,1.6
游族大皇帝,通用词-T1-短语,通用词01-短语,免费网络游戏,8,28,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词17-短语,升级网页游戏,9,15,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词13-短语,休闲类游戏,3,3,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词26-短语,动作网络游戏,7,10,0,0%,0.00,0
游族大皇帝,竞品词-短语,三国无双-短语,真三国无双4,4,533,2,0.38%,1.80,0.9
游族大皇帝,三国无双,三国无双猛将传,三国无双6猛将传,1,31,5,16.13%,13.74,2.75
游族大皇帝,通用词-T1,通用词01,有关农场的游戏,1,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词15,网页游戏养成类,8,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词20,竞技网页游戏,5,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词21,江湖页游,6,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词21,今天开的网页游戏,9,4,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词28,暗黑网页游戏,8,9,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词29,2d回合制,7,5,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,大唐真龙2,4,41,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,八仙封神传,5,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,灭神web,2,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,战争之路,4,6,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,决战光明顶,5,10,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-卡牌,游戏王8,1,7,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略3,三国志12威力加强版攻略,7,14,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略2,幻想三国网页游戏,4,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略2,三国群英传单机版,7,17,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略4,三国志ol下载,1,1,1,100%,1.50,1.5
游族大皇帝,人群词,三国小说,悍戚,3,156,1,0.64%,2.27,2.27
游族大皇帝,人群词,三国小说2,三国霸主公孙康,4,13,1,7.69%,1.68,1.68
游族大皇帝,人群词,三国小说2,三国之北汉燕王,5,104,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,弘农王,1,2,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,崛起于东吴,4,7,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,倾城三国,1,2,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,后三国时代,2,2,0,0%,0.00,0
游族大皇帝,通用词-原始,单机类型,好玩战争单机游戏,3,3,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传之关公,2,3,0,0%,0.00,0
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7赵云第二秘武,1,2,0,0%,0.00,0
游族大皇帝,通用词-卡牌-短语,排行榜-短语,卡牌游戏推荐,3,7,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词01-短语,魔幻网络游戏,9,1,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词24-短语,好玩的网页,4,4,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词04,最新开服的网游,9,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新3d游戏,10,3,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词14,网游回合制游戏,9,3,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词14,现在什么网页游戏比较好玩,10,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词20,类网页游戏,6,6,1,16.67%,2.36,2.36
游族大皇帝,通用词-T2,通用词22,皇帝养成游戏,1,4,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词28,bl网页在线小游戏,1,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词29,3d游戏排行榜2013,6,7,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,逍遥江湖,2,51,2,3.92%,1.30,0.65
游族大皇帝,竞品词,竞品词-页游2,咕噜岛,2,3,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,修罗王,4,24,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略1,舌战群雄,1,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略3,三国天下官网,1,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略3,三国12威力加强版,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,重生三国之温侯亲卫统领,4,4,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,汉赋,1,14,0,0%,0.00,0
游族大皇帝,人群词,三国小说3,大汉威龙,1,5,0,0%,0.00,0
游族大皇帝,人群词,三国小说3,三国后传之蜀汉重生,4,4,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,木雕,4,119,0,0%,0.00,0
游族大皇帝,人群词,三国小说8,天狼破军,1,18,0,0%,0.00,0
游族大皇帝,大皇帝,开服,大皇帝新服,2,7,2,28.57%,2.45,1.23
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传7千年钨钢,4,2,0,0%,0.00,0
游族大皇帝,三国游戏,三国游戏,三国全明星,4,98,1,1.02%,4.01,4.01
游族大皇帝,通用词-T1-短语,通用词02-短语,最新页游平台,6,6,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词20-短语,经典游戏名字,7,4,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传网页,三国群英传网页版,2,2,0,0%,0.00,0
游族大皇帝,三国志,三国志官网,三国志12官网,2,2,1,50%,2.91,2.91
游族大皇帝,通用词-T1,通用词03,最新内测网游,10,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新传奇类页游,10,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新3d网游公测表,4,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词16,所有网页游戏,8,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词24,好玩的卡牌游戏,3,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词25,海战网页游戏,3,5,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词28,web游戏,3,9,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,绝代佳人,3,92,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,星之战记,1,52,2,3.85%,1.64,0.82
游族大皇帝,竞品词,竞品词-页游2,仙逆,6,2246,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-卡牌,星纪元,3,680,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略1,傲视九州,1,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略2,三国群雄转,1,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略5,三国志13好玩吗,2,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,蜀将,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,三国之乱世枭雄,4,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,汉末至尊,4,27,0,0%,0.00,0
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7赵云mod,1,3,0,0%,0.00,0
游族大皇帝,三国无双,三国无双-拓展,"真 三国无双",1,3,1,33.33%,3.71,3.71
游族大皇帝,通用词-T1-短语,通用词03-短语,最新神话游戏,10,1,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词13-短语,新的网页游戏,11,7,0,0%,0.00,0
游族大皇帝,通用词-原始-短语,国战-短语,传奇国战,7,3,0,0%,0.00,0
游族大皇帝,通用词-专属,水墨,水墨游戏,1,1,0,0%,0.00,0
游族大皇帝,通用词-专属,排行榜,三国类页游排行榜,7,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,哪款网络游戏好玩,8,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词04,最新韩国网络游戏,6,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新出的3d网络游戏,10,5,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词08,最好玩的游戏大全,6,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词19,能结婚的游戏,3,1,1,100%,3.00,3
游族大皇帝,通用词-T2,通用词19,免费游戏大全,2,1,0,0%,0.00,0
