报告：,投放网络
帐户：,Baidu-大皇帝1-8141563
日期范围：,2015-01-19-2015-01-19
所属层级：,

网站,推广计划,推广组,推广组状态,所属一级行业,所属二级行业,出价(元),展现次数,展现独立访客,展现频次,点击次数,点击独立访客,点击率,独立访客点击率,平均点击价格(元),平均独立访客点击价格(元),千次展现成本(元),总费用(元),到达率,二跳率,停留时间,直接转化,间接转化
xskhome.com,黑人打江山,黑人打江山-三国词,有效,游戏,综合游戏,0.8,9,0,-,1,0,11.1111%,-,0.79,-,87.78,0.79,0%,-,,0,0
btun.net,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,垂直论坛,1.8,316,0,-,1,0,0.3165%,-,0.9,-,2.85,0.9,0%,-,,0,0
1778go.com,黑人打江山,黑人打江山-直投,有效,小说,小说阅读,1.0,425,0,-,1,0,0.2353%,-,1,-,2.35,1.0,0%,-,,0,0
kaxkar.com,武将貂蝉,武将貂蝉-三国词,有效,网络服务应用,技术论坛,1.5,44,0,-,1,0,2.2727%,-,1,-,22.73,1.0,0%,-,,0,0
paipaitxt.com,黑人打江山,黑人打江山-直投,有效,小说,电子书,1.0,2938,0,-,2,0,0.0681%,-,0.93,-,0.63,1.86,0%,-,,0,0
mxdzw.com,黑人打江山,黑人打江山-直投,有效,小说,小说阅读,1.0,1199,0,-,2,0,0.1668%,-,0.96,-,1.6,1.92,0%,-,,0,0
mygdcc.com,武将貂蝉,武将貂蝉-三国词,有效,社交网络和在线社区,同学录,1.5,616,0,-,2,0,0.3247%,-,0.98,-,3.2,1.97,50%,0%,00:00:06,0,0
dengbi.com,3D领取吕布,3D领取吕布-三国词,有效,小说,小说阅读,1.8,2094,0,-,1,0,0.0478%,-,1.8,-,0.86,1.8,0%,-,,0,0
msn.com,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,综合门户,1.8,154,0,-,1,0,0.6494%,-,1.74,-,11.3,1.74,0%,-,,0,0
52891.com,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,196,0,-,1,0,0.5102%,-,0.6,-,3.06,0.6,0%,-,,0,0
99comic.com,武将貂蝉,武将貂蝉-三国词,有效,休闲娱乐,动漫,1.5,422,0,-,1,0,0.237%,-,0.96,-,2.27,0.96,0%,-,,0,0
netded.com,3D领取吕布,3D领取吕布-三国词,有效,数码及手机,数码及手机资讯,1.8,38,0,-,1,0,2.6316%,-,1.8,-,47.37,1.8,0%,-,,0,0
zhsxs.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,1339,0,-,1,0,0.0747%,-,1.4,-,1.05,1.4,0%,-,,0,0
junshitd.com,武将貂蝉,武将貂蝉-三国词,有效,新闻媒体,政史军事,1.5,4422,0,-,2,0,0.0452%,-,1,-,0.45,2.0,0%,-,,0,0
aszw.com,武将貂蝉,武将貂蝉-三国词,有效,小说,小说阅读,1.5,1722,0,-,2,0,0.1161%,-,1,-,1.16,2.0,50%,100%,00:54:45,0,0
xichengwo.com,3D领取吕布,3D领取吕布-三国词,有效,社交网络和在线社区,综合论坛,1.8,6,0,-,1,0,16.6667%,-,1.45,-,241.67,1.45,0%,-,,0,0
txtxiazai.org,黑人打江山,黑人打江山-直投,有效,小说,电子书,1.0,39,0,-,1,0,2.5641%,-,0.07,-,1.79,0.07,0%,-,,0,0
dabaoku.com,新三国解密,新三国解密-三国词,有效,网络服务应用,源码下载,1.8,63,0,-,2,0,3.1746%,-,1.16,-,36.83,2.32,0%,-,,0,0
733dm.com,黑人打江山,黑人打江山-直投,有效,休闲娱乐,动漫,0.6,5440,0,-,2,0,0.0368%,-,0.34,-,0.13,0.69,0%,-,,0,0
qulishi.com,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,政史军事,2.0,1815,0,-,3,0,0.1653%,-,1.88,-,3.11,5.64,0%,-,,0,0
xk9l.com,黑人打江山,黑人打江山-直投,有效,小说,小说阅读,1.0,58,0,-,1,0,1.7241%,-,1,-,17.24,1.0,0%,-,,0,0
8855.org,3D领取吕布,3D领取吕布-三国词,有效,小说,文化文学,1.8,10,0,-,1,0,10%,-,1.53,-,153,1.53,0%,-,,0,0
83133.com,新三国解密,新三国解密-三国词,有效,新闻媒体,政史军事,1.0,226,0,-,2,0,0.885%,-,0.45,-,3.98,0.9,0%,-,,0,0
774buy.com,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,838,0,-,2,0,0.2387%,-,1.78,-,4.25,3.56,0%,-,,0,0
huaidan2.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,682,0,-,3,0,0.4399%,-,1.58,-,6.95,4.74,0%,-,,0,0
51nb.com,黑人打江山,黑人打江山-三国词,有效,计算机软件硬件,硬件资讯,1.7,34,0,-,1,0,2.9412%,-,1.7,-,50,1.7,0%,-,,0,0
sdlgnews.com,黑人打江山,黑人打江山-三国词,有效,新闻媒体,综合门户,1.6,17,0,-,1,0,5.8824%,-,1.6,-,94.12,1.6,0%,-,,0,0
jidian365.com,新三国解密,新三国解密-三国词,有效,垂直行业,商务贸易,1.8,138,0,-,1,0,0.7246%,-,1.65,-,11.96,1.65,0%,-,,0,0
baomihua.com,武将貂蝉,武将貂蝉-三国词,有效,音乐影视,视频短片,1.5,13286,0,-,86,0,0.6473%,-,0.99,-,6.42,85.35,1.1628%,100%,00:00:31,0,0
wodeshucheng.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,120,0,-,1,0,0.8333%,-,1.61,-,13.42,1.61,0%,-,,0,0
39394.com,武将貂蝉,武将貂蝉-三国词,有效,小说,文化文学,1.5,5,0,-,1,0,20%,-,0.97,-,194,0.97,0%,-,,0,0
diva8.com,3D领取吕布,3D领取吕布-三国词,有效,游戏,单机游戏,0.6,9,0,-,1,0,11.1111%,-,0.6,-,66.67,0.6,0%,-,,0,0
gggjs.com,新三国解密,新三国解密-三国词,有效,新闻媒体,政史军事,1.0,3,0,-,1,0,33.3333%,-,1,-,333.33,1.0,0%,-,,0,0
365ssfx.cc,黑人打江山,黑人打江山-直投,有效,小说,小说阅读,1.0,4,0,-,1,0,25%,-,1,-,250,1.0,0%,-,,0,0
9000wy.com,新三国解密,新三国解密-三国词,有效,新闻媒体,政史军事,1.0,260,0,-,1,0,0.3846%,-,0.94,-,3.62,0.94,0%,-,,0,0
p188.cn,新三国解密,新三国解密-三国词,有效,小说,文化文学,1.8,322,0,-,1,0,0.3106%,-,1.8,-,5.59,1.8,0%,-,,0,0
knowsky.com,新三国解密,新三国解密-三国词,有效,网络服务应用,源码下载,1.8,404,0,-,1,0,0.2475%,-,1.7,-,4.21,1.7,0%,-,,0,0
junzhuan.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,432,0,-,1,0,0.2315%,-,1.8,-,4.17,1.8,0%,-,,0,0
zv85.com,新三国解密,新三国解密-三国词,有效,网络服务应用,源码下载,1.8,9,0,-,1,0,11.1111%,-,1.32,-,146.67,1.32,0%,-,,0,0
